list-none-m,1,1000,1,3000,1955782,1955
list-none-m,2,1000,1,6000,8968898,4484
list-none-m,4,1000,1,12000,17072106,4268
list-none-m,8,1000,1,24000,351193847,43899
list-none-m,16,1000,1,48000,405814385,25363
list-none-m,32,1000,1,96000,610421132,19075
list-none-m,48,1000,1,144000,7884138987,164252
list-none-s,1,1000,1,3000,2174255,2174
list-none-s,2,1000,1,6000,10286295,5143
list-none-s,4,1000,1,12000,47422662,11855
list-none-s,8,1000,1,24000,93219418,11652
list-none-s,16,1000,1,48000,827347710,51709
list-none-s,32,1000,1,96000,596547474,18642
list-none-s,48,1000,1,144000,11728476138,244343
