add-yield-none,1,10000,20000,9803239,490,0
add-yield-none,2,10000,40000,37079260,926,0
add-yield-none,4,10000,80000,110734807,1384,492
add-yield-none,8,10000,160000,170907985,1068,1865
add-yield-none,16,10000,320000,368771825,1152,178
add-yield-none,32,10000,640000,637597922,996,8
add-yield-none,48,10000,960000,630601143,656,3732
add-yield-m,1,10000,20000,11508089,575,0
add-yield-m,2,10000,40000,156339091,3908,0
add-yield-m,4,10000,80000,325156217,4064,0
add-yield-m,8,10000,160000,391270883,2445,0
add-yield-m,16,10000,320000,627839729,1961,0
add-yield-m,32,10000,640000,978193236,1528,0
add-yield-m,48,10000,960000,1468474048,1529,0
add-yield-s,1,10000,20000,9238989,461,0
add-yield-s,2,10000,40000,32648627,816,0
add-yield-s,4,10000,80000,135192224,1689,0
add-yield-s,8,10000,160000,415292494,2595,0
add-yield-s,16,10000,320000,852698952,2664,0
add-yield-s,32,10000,640000,2938880169,4592,0
add-yield-s,48,10000,960000,6601462202,6876,0
add-yield-c,1,10000,20000,11296169,564,0
add-yield-c,2,10000,40000,45322815,1133,0
add-yield-c,4,10000,80000,256061851,3200,0
add-yield-c,8,10000,160000,566473117,3540,0
add-yield-c,16,10000,320000,2620104787,8187,0
add-yield-c,32,10000,640000,9309054811,14545,0
add-yield-c,48,10000,960000,19979003839,20811,0
