add-none,1,100000,200000,472159,2,0
add-none,2,100000,400000,1914974,4,0
add-none,4,100000,800000,4728948,5,58889
add-none,8,100000,1600000,7335429,4,0
add-none,16,100000,3200000,20532554,6,55461
add-none,32,100000,6400000,29737046,4,0
add-none,48,100000,9600000,57734345,6,41175
add-m,1,100000,200000,6230891,31,0
add-m,2,100000,400000,13442601,33,0
add-m,4,100000,800000,40337621,50,0
add-m,8,100000,1600000,55558523,34,0
add-m,16,100000,3200000,116151817,36,0
add-m,32,100000,6400000,247055678,38,0
add-m,48,100000,9600000,251664602,26,0
add-s,1,100000,200000,11047374,55,0
add-s,2,100000,400000,25998796,64,0
add-s,4,100000,800000,71672117,89,0
add-s,8,100000,1600000,167167245,104,0
add-s,16,100000,3200000,287864585,89,0
add-s,32,100000,6400000,916420700,143,0
add-s,48,100000,9600000,2153451935,224,0
add-c,1,100000,200000,8224608,41,0
add-c,2,100000,400000,11097551,27,0
add-c,4,100000,800000,19643357,24,0
add-c,8,100000,1600000,31629510,19,0
add-c,16,100000,3200000,83075855,25,0
add-c,32,100000,6400000,140082602,21,0
add-c,48,100000,9600000,166599924,17,0
